acoustic_infrastructure_cost,aiding_availability,channel_switches,completed,coverage_fraction,detection_latency_s,elapsed_s,false_alarms,max_cross_track_m,mean_altitude_m,mode_transitions,p95_position_error_m,path_length_m,path_overhead,policy,rms_cross_track_m,rms_position_error_m,safety_violations,scenario,seed,surfaced,surfacing_commanded,swath_coverage,terminal_error_m,waypoints_captured,waypoints_surveyed,waypoints_total
0.14994775339602923,0.6661442006269592,1,True,1.0,,191.3999999999934,0,0.27858460079126734,3.000969805256537,0,0.2912073699795225,95.37750382454075,-0.026760165055706553,camera_coaxial+lbl@3.0m/0.50mps/gate/continue,0.08697663188897826,0.20144841946724998,0,E10_current_steady,20801000,False,False,1.0003232684188457,0.26953569725487386,8,8,8
0.14994772608468374,0.7736539466806064,1,True,1.0,,191.29999999999342,0,0.2958251010746027,3.0006131452032787,0,0.271376866712191,95.27984139453523,-0.0277567204639263,camera_coaxial+lbl@3.0m/0.50mps/weight/continue,0.08615340991488779,0.1867465957477929,0,E10_current_steady,20801000,False,False,1.0002043817344262,0.24600737013103946,8,8,8
0.05,0.0677698975571316,1,True,1.0,,380.70000000001806,0,0.3788977899736672,1.0199385494274296,0,0.5197780684815915,96.14151942411226,-0.018964087509058536,camera_coaxial+single_beacon@1.0m/0.25mps/gate/continue,0.22155876536852892,0.34093922337893556,0,E10_current_steady,20801000,False,False,0.3399795164758099,0.44449974861827407,8,8,8
0.05,0.9867864693446089,1,True,1.0,,378.40000000001754,0,0.25598352535504887,1.019695993515502,0,0.04329112998363647,95.29144731853505,-0.027638292668009656,camera_coaxial+single_beacon@1.0m/0.25mps/weight/continue,0.06825042086687493,0.03490195261573291,0,E10_current_steady,20801000,False,False,0.33989866450516737,0.02263707619281766,8,8,8
0.05000000000000001,0.08220603537981269,1,True,1.0,,192.19999999999337,0,0.38316752654114694,1.0409967942477634,0,0.5572505300816349,96.07641224288962,-0.019628446501126384,camera_coaxial+single_beacon@1.0m/0.50mps/gate/continue,0.20209615637051312,0.3569565544052502,0,E10_current_steady,20801000,False,False,0.34699893141592114,0.4705545721099275,8,8,8
0.05000000000000001,0.9843178254051228,1,True,1.0,,191.29999999999342,0,0.19386009850983932,1.0405891021607916,0,0.2321643482958999,95.55269489030745,-0.024972501119311707,camera_coaxial+single_beacon@1.0m/0.50mps/weight/continue,0.08478750698713608,0.13363629072696673,0,E10_current_steady,20801000,False,False,0.3468630340535972,0.17276456039668067,8,8,8
0.05000000000000001,0.2483574244415243,1,True,1.0,,380.500000000018,0,0.6215606978816641,2.0061314074674814,0,0.5067087304740895,95.24353870984145,-0.02812715602202609,camera_coaxial+single_beacon@2.0m/0.25mps/gate/continue,0.23510339630302748,0.31452786657176846,0,E10_current_steady,20801000,False,False,0.6687104691558271,0.5714741931004278,8,8,8
0.05,0.9408814990762734,1,True,1.0,,378.90000000001766,0,0.23891873826031507,2.0063714878895187,0,0.08346291954105042,94.809359269607,-0.03255755847339792,camera_coaxial+single_beacon@2.0m/0.25mps/weight/continue,0.07713745059470377,0.06442462144263186,0,E10_current_steady,20801000,False,False,0.6687904959631729,0.06325758935288771,8,8,8
0.05,0.11348256116605934,1,True,1.0,,192.09999999999337,0,0.3600694969866769,2.0112155749316396,0,0.5203436077836759,95.84723909055924,-0.02196694805551791,camera_coaxial+single_beacon@2.0m/0.50mps/gate/continue,0.17642925616269925,0.3343720294399923,0,E10_current_steady,20801000,False,False,0.6704051916438799,0.47116602819847486,8,8,8
0.05000000000000001,0.9397905759162304,1,True,1.0,,190.99999999999343,0,0.23379149600188365,2.0116085632944243,0,0.22216651806340693,95.24935194178926,-0.02806783732868101,camera_coaxial+single_beacon@2.0m/0.50mps/weight/continue,0.08713405735754579,0.14290852706817328,0,E10_current_steady,20801000,False,False,0.6705361877648081,0.20206889327932112,8,8,8
